bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: ap_getparents in ap_process_request_internal, pair: (ap_getparents, ap_location_walk), support: 7, confidence: 87.50%
bug: internal_internal_redirect in ap_die, pair: (ap_location_walk, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_location_walk, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_location_walk in ap_process_async_request, pair: (ap_location_walk, ap_make_method_list), support: 6, confidence: 85.71%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_location_walk, ap_make_method_list), support: 6, confidence: 85.71%
bug: apr_brigade_flatten in ap_check_pipeline, pair: (apr_brigade_create, apr_brigade_flatten), support: 3, confidence: 75.00%
bug: apr_pool_userdata_set in ap_unixd_mpm_get_retained_data, pair: (apr_pool_userdata_get, apr_pool_userdata_set), support: 4, confidence: 66.67%
bug: apr_pool_userdata_set in ap_retained_data_create, pair: (apr_pool_userdata_get, apr_pool_userdata_set), support: 4, confidence: 66.67%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_if_walk_sub, ap_satisfies), support: 8, confidence: 88.89%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, ap_satisfies), support: 8, confidence: 80.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, ap_satisfies), support: 8, confidence: 80.00%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, decl_die), support: 7, confidence: 77.78%
bug: ap_satisfies in ap_process_request_internal, pair: (ap_satisfies, decl_die), support: 7, confidence: 77.78%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, apr_table_get), support: 8, confidence: 88.89%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, ap_unescape_url), support: 7, confidence: 77.78%
bug: ap_satisfies in ap_process_request_internal, pair: (ap_satisfies, ap_unescape_url), support: 7, confidence: 77.78%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_post_read_request, ap_satisfies), support: 3, confidence: 75.00%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, ap_unescape_url_keep2f), support: 7, confidence: 77.78%
bug: ap_satisfies in ap_process_request_internal, pair: (ap_satisfies, ap_unescape_url_keep2f), support: 7, confidence: 77.78%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_no2slash, ap_satisfies), support: 8, confidence: 88.89%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, ap_satisfies), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, ap_satisfies), support: 4, confidence: 66.67%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_run_header_parser, ap_satisfies), support: 8, confidence: 88.89%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_getparents, ap_satisfies), support: 8, confidence: 88.89%
bug: internal_internal_redirect in ap_die, pair: (ap_satisfies, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_satisfies, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_make_method_list, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_satisfies in ap_process_async_request, pair: (ap_make_method_list, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_satisfies in ap_process_request_internal, pair: (ap_make_method_list, ap_satisfies), support: 6, confidence: 66.67%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, ap_satisfies), support: 6, confidence: 85.71%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_log_rerror_, ap_satisfies), support: 8, confidence: 88.89%
bug: ap_rgetline_core in ap_rgetline_core, pair: (ap_rgetline_core, strpbrk), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_getline, pair: (ap_rgetline_core, strpbrk), support: 4, confidence: 66.67%
bug: strpbrk in ap_get_mime_headers, pair: (apr_table_get, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_process_http_connection, pair: (apr_table_addn, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_process_http_connection, pair: (apr_table_compress, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_process_http_connection, pair: (ap_scan_http_field_content, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_get_mime_headers, pair: (apr_brigade_cleanup, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_get_mime_headers_core, pair: (apr_brigade_create, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_get_mime_headers_core, pair: (apr_brigade_destroy, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_process_http_connection, pair: (apr_table_do, strpbrk), support: 3, confidence: 75.00%
bug: ap_scan_http_token in ap_http_header_filter, pair: (ap_scan_http_token, strpbrk), support: 4, confidence: 66.67%
bug: ap_scan_http_token in check_headers_table, pair: (ap_scan_http_token, strpbrk), support: 4, confidence: 66.67%
bug: strpbrk in ap_process_http_connection, pair: (apr_table_setn, strpbrk), support: 3, confidence: 75.00%
bug: strpbrk in ap_get_mime_headers_core, pair: (ap_log_rerror_, strpbrk), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, apr_fnmatch_test), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_log_perror_, ap_regcomp), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, ap_str_tolower), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, invoke_cmd), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, pcre_fullinfo), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, apr_pstrcat), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, strrchr), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, strcasecmp), support: 3, confidence: 75.00%
bug: ap_regcomp in ap_expr_yyparse, pair: (ap_regcomp, apr_array_make), support: 3, confidence: 75.00%
bug: apr_atomic_inc32 in ap_queue_info_push_pool, pair: (apr_atomic_inc32, apr_thread_mutex_lock), support: 7, confidence: 87.50%
bug: abort_socket_nonblocking in child_main, pair: (abort_socket_nonblocking, apr_thread_mutex_lock), support: 3, confidence: 75.00%
bug: apr_atomic_read32 in ap_queue_info_push_pool, pair: (apr_atomic_read32, apr_thread_mutex_lock), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_read32, apr_thread_mutex_lock), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_read32, apr_thread_mutex_lock), support: 6, confidence: 66.67%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_thread_mutex_lock), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in child_main, pair: (apr_atomic_cas32, apr_thread_mutex_lock), support: 5, confidence: 71.43%
bug: apr_pollset_remove in child_main, pair: (apr_pollset_remove, apr_thread_mutex_lock), support: 6, confidence: 85.71%
bug: ap_queue_interrupt_all in child_main, pair: (ap_queue_interrupt_all, apr_thread_mutex_lock), support: 3, confidence: 75.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, decl_die), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_process_request_internal, pair: (ap_if_walk_sub, decl_die), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, decl_die), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, apr_table_get), support: 9, confidence: 90.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, ap_unescape_url), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_process_request_internal, pair: (ap_if_walk_sub, ap_unescape_url), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, ap_unescape_url), support: 7, confidence: 70.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_if_walk_sub, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, ap_unescape_url_keep2f), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_process_request_internal, pair: (ap_if_walk_sub, ap_unescape_url_keep2f), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, ap_unescape_url_keep2f), support: 7, confidence: 70.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, ap_no2slash), support: 8, confidence: 80.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, ap_no2slash), support: 8, confidence: 80.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_if_walk_sub, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_if_walk_sub, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, ap_run_header_parser), support: 8, confidence: 80.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, ap_run_header_parser), support: 8, confidence: 80.00%
bug: ap_merge_per_dir_configs in core_map_to_storage, pair: (ap_if_walk_sub, ap_merge_per_dir_configs), support: 3, confidence: 75.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_getparents, ap_if_walk_sub), support: 8, confidence: 80.00%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_getparents, ap_if_walk_sub), support: 8, confidence: 80.00%
bug: internal_internal_redirect in ap_die, pair: (ap_if_walk_sub, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_if_walk_sub, internal_internal_redirect), support: 4, confidence: 66.67%
bug: prep_walk_cache in core_map_to_storage, pair: (ap_if_walk_sub, prep_walk_cache), support: 3, confidence: 75.00%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_if_walk_sub, ap_make_method_list), support: 6, confidence: 85.71%
bug: ap_response_code_string in ap_read_request, pair: (ap_response_code_string, ap_run_quick_handler), support: 6, confidence: 85.71%
bug: decl_die in ap_sub_req_lookup_dirent, pair: (ap_run_quick_handler, decl_die), support: 5, confidence: 71.43%
bug: decl_die in ap_sub_req_lookup_file, pair: (ap_run_quick_handler, decl_die), support: 5, confidence: 71.43%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_run_quick_handler), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_run_quick_handler), support: 6, confidence: 75.00%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, ap_run_quick_handler), support: 5, confidence: 83.33%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_run_quick_handler, apr_table_get), support: 9, confidence: 81.82%
bug: ap_run_quick_handler in ap_process_request, pair: (ap_run_quick_handler, apr_table_get), support: 9, confidence: 81.82%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, ap_run_quick_handler), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_run_quick_handler), support: 4, confidence: 66.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_invoke_handler, ap_run_quick_handler), support: 8, confidence: 72.73%
bug: ap_run_quick_handler in ap_sub_req_method_uri, pair: (ap_invoke_handler, ap_run_quick_handler), support: 8, confidence: 72.73%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_invoke_handler, ap_run_quick_handler), support: 8, confidence: 72.73%
bug: ap_unescape_url in ap_sub_req_lookup_dirent, pair: (ap_run_quick_handler, ap_unescape_url), support: 5, confidence: 71.43%
bug: ap_unescape_url in ap_sub_req_lookup_file, pair: (ap_run_quick_handler, ap_unescape_url), support: 5, confidence: 71.43%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, ap_run_quick_handler), support: 6, confidence: 85.71%
bug: ap_is_recursion_limit_exceeded in op_file_subr, pair: (ap_is_recursion_limit_exceeded, ap_run_quick_handler), support: 4, confidence: 80.00%
bug: ap_unescape_url_keep2f in ap_sub_req_lookup_dirent, pair: (ap_run_quick_handler, ap_unescape_url_keep2f), support: 5, confidence: 71.43%
bug: ap_unescape_url_keep2f in ap_sub_req_lookup_file, pair: (ap_run_quick_handler, ap_unescape_url_keep2f), support: 5, confidence: 71.43%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_process_request_internal, ap_run_quick_handler), support: 9, confidence: 81.82%
bug: ap_run_quick_handler in ap_sub_req_method_uri, pair: (ap_process_request_internal, ap_run_quick_handler), support: 9, confidence: 81.82%
bug: ap_process_request_internal in op_file_subr, pair: (ap_process_request_internal, ap_run_quick_handler), support: 9, confidence: 90.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, ap_run_quick_handler), support: 5, confidence: 83.33%
bug: ap_parse_uri in op_file_subr, pair: (ap_parse_uri, ap_run_quick_handler), support: 5, confidence: 83.33%
bug: ap_make_method_list in ap_sub_req_lookup_dirent, pair: (ap_make_method_list, ap_run_quick_handler), support: 5, confidence: 71.43%
bug: ap_make_method_list in ap_sub_req_lookup_file, pair: (ap_make_method_list, ap_run_quick_handler), support: 5, confidence: 71.43%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_log_rerror_, ap_run_quick_handler), support: 10, confidence: 90.91%
bug: apr_procattr_create in ap_open_piped_log_ex, pair: (apr_procattr_create, log_error_core), support: 4, confidence: 66.67%
bug: apr_procattr_create in ap_get_exec_line, pair: (apr_procattr_create, log_error_core), support: 4, confidence: 66.67%
bug: apr_procattr_cmdtype_set in ap_os_create_privileged_process, pair: (apr_procattr_cmdtype_set, apr_procattr_create), support: 6, confidence: 85.71%
bug: apr_procattr_create in ap_get_exec_line, pair: (apr_procattr_create, apr_procattr_error_check_set), support: 5, confidence: 83.33%
bug: ap_response_code_string in ap_read_request, pair: (ap_index_of_response, ap_response_code_string), support: 6, confidence: 85.71%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_response_code_string), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_response_code_string), support: 6, confidence: 75.00%
bug: ap_response_code_string in ap_process_async_request, pair: (ap_response_code_string, ap_run_create_request), support: 5, confidence: 71.43%
bug: ap_response_code_string in ap_die, pair: (ap_response_code_string, ap_run_create_request), support: 5, confidence: 71.43%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_response_code_string, ap_run_create_request), support: 5, confidence: 83.33%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, ap_response_code_string), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_response_code_string), support: 4, confidence: 66.67%
bug: ap_response_code_string in ap_read_request, pair: (ap_invoke_handler, ap_response_code_string), support: 6, confidence: 85.71%
bug: ap_invoke_handler in ap_process_http_connection, pair: (ap_invoke_handler, ap_response_code_string), support: 6, confidence: 75.00%
bug: ap_invoke_handler in ap_process_request, pair: (ap_invoke_handler, ap_response_code_string), support: 6, confidence: 75.00%
bug: ap_response_code_string in ap_die, pair: (ap_response_code_string, apr_pmemdup), support: 5, confidence: 71.43%
bug: ap_response_code_string in internal_internal_redirect, pair: (ap_response_code_string, apr_pmemdup), support: 5, confidence: 71.43%
bug: ap_response_code_string in ap_read_request, pair: (ap_process_request_internal, ap_response_code_string), support: 6, confidence: 85.71%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_response_code_string, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_response_code_string, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_response_code_string in ap_read_request, pair: (ap_response_code_string, internal_internal_redirect), support: 6, confidence: 85.71%
bug: ap_response_code_string in ap_read_request, pair: (ap_response_code_string, ap_send_error_response), support: 6, confidence: 85.71%
bug: ap_send_error_response in ap_process_http_connection, pair: (ap_response_code_string, ap_send_error_response), support: 6, confidence: 85.71%
bug: ap_response_code_string in ap_process_async_request, pair: (ap_response_code_string, apr_pstrcat), support: 5, confidence: 71.43%
bug: ap_response_code_string in ap_die, pair: (ap_response_code_string, apr_pstrcat), support: 5, confidence: 71.43%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_post_read_request, decl_die), support: 3, confidence: 75.00%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_no2slash, decl_die), support: 7, confidence: 87.50%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, decl_die), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, decl_die), support: 4, confidence: 66.67%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_run_header_parser, decl_die), support: 7, confidence: 87.50%
bug: ap_getparents in ap_process_request_internal, pair: (ap_getparents, decl_die), support: 7, confidence: 87.50%
bug: internal_internal_redirect in ap_die, pair: (decl_die, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (decl_die, internal_internal_redirect), support: 4, confidence: 66.67%
bug: decl_die in ap_process_async_request, pair: (ap_make_method_list, decl_die), support: 6, confidence: 85.71%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, decl_die), support: 6, confidence: 85.71%
bug: abort_socket_nonblocking in child_main, pair: (abort_socket_nonblocking, apr_thread_cond_signal), support: 3, confidence: 75.00%
bug: ap_queue_interrupt_all in child_main, pair: (ap_queue_interrupt_all, apr_thread_cond_signal), support: 3, confidence: 75.00%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_index_of_response, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_index_of_response, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, apr_table_get), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, apr_table_get), support: 6, confidence: 75.00%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_index_of_response, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_index_of_response, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_invoke_handler), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_invoke_handler), support: 6, confidence: 75.00%
bug: ap_invoke_handler in ap_process_http_connection, pair: (ap_index_of_response, ap_invoke_handler), support: 6, confidence: 75.00%
bug: ap_invoke_handler in ap_process_request, pair: (ap_index_of_response, ap_invoke_handler), support: 6, confidence: 75.00%
bug: ap_index_of_response in set_error_document, pair: (ap_finalize_request_protocol, ap_index_of_response), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_finalize_request_protocol, ap_index_of_response), support: 6, confidence: 75.00%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, ap_index_of_response), support: 6, confidence: 85.71%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_process_request_internal), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_process_request_internal), support: 6, confidence: 75.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_index_of_response, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_index_of_response, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, internal_internal_redirect), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, internal_internal_redirect), support: 6, confidence: 75.00%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_send_error_response), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_send_error_response), support: 6, confidence: 75.00%
bug: ap_send_error_response in ap_process_http_connection, pair: (ap_index_of_response, ap_send_error_response), support: 6, confidence: 85.71%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, apr_table_setn), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, apr_table_setn), support: 6, confidence: 75.00%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_log_rerror_), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_log_rerror_), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_process_async_request, pair: (ap_index_of_response, apr_pstrcat), support: 6, confidence: 75.00%
bug: ap_index_of_response in ap_die, pair: (ap_index_of_response, apr_pstrcat), support: 6, confidence: 75.00%
bug: apr_getnameinfo in request_var_fn, pair: (apr_getnameinfo, apr_pstrdup), support: 9, confidence: 69.23%
bug: apr_getnameinfo in ap_get_remote_host, pair: (apr_getnameinfo, apr_pstrdup), support: 9, confidence: 69.23%
bug: apr_getnameinfo in update_child_status_internal, pair: (apr_getnameinfo, apr_pstrdup), support: 9, confidence: 69.23%
bug: apr_getnameinfo in ap_get_useragent_host, pair: (apr_getnameinfo, apr_pstrdup), support: 9, confidence: 69.23%
bug: apr_sockaddr_ip_get in core_create_conn, pair: (apr_getnameinfo, apr_sockaddr_ip_get), support: 3, confidence: 75.00%
bug: ap_run_default_port in ap_construct_server, pair: (ap_run_default_port, apr_getnameinfo), support: 4, confidence: 66.67%
bug: ap_run_default_port in ap_get_server_port, pair: (ap_run_default_port, apr_getnameinfo), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_get_mime_headers, pair: (ap_rgetline_core, apr_brigade_cleanup), support: 5, confidence: 83.33%
bug: ap_rgetline_core in ap_rgetline_core, pair: (ap_rgetline_core, apr_brigade_create), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_get_mime_headers_core, pair: (ap_rgetline_core, apr_brigade_create), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_rgetline_core, pair: (ap_rgetline_core, apr_brigade_destroy), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_get_mime_headers_core, pair: (ap_rgetline_core, apr_brigade_destroy), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_process_http_connection, pair: (ap_get_brigade, ap_rgetline_core), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_get_mime_headers, pair: (ap_get_brigade, ap_rgetline_core), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_rgetline_core, pair: (ap_rgetline_core, ap_scan_http_token), support: 4, confidence: 66.67%
bug: ap_rgetline_core in ap_getline, pair: (ap_rgetline_core, ap_scan_http_token), support: 4, confidence: 66.67%
bug: ap_scan_http_token in ap_http_header_filter, pair: (ap_rgetline_core, ap_scan_http_token), support: 4, confidence: 66.67%
bug: ap_scan_http_token in check_headers_table, pair: (ap_rgetline_core, ap_scan_http_token), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_remove_output_filter, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_remove_output_filter, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_invoke_handler, ap_run_create_request), support: 5, confidence: 83.33%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_run_create_request, apr_pmemdup), support: 4, confidence: 66.67%
bug: ap_run_create_request in internal_internal_redirect, pair: (ap_run_create_request, apr_pmemdup), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_run_create_request, ap_run_post_read_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, ap_run_post_read_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_finalize_request_protocol, ap_run_create_request), support: 5, confidence: 83.33%
bug: ap_finalize_request_protocol in ap_process_async_request, pair: (ap_finalize_request_protocol, ap_run_create_request), support: 5, confidence: 71.43%
bug: ap_finalize_request_protocol in ap_die, pair: (ap_finalize_request_protocol, ap_run_create_request), support: 5, confidence: 71.43%
bug: ap_run_create_request in ap_read_request, pair: (ap_process_request_internal, ap_run_create_request), support: 5, confidence: 83.33%
bug: ap_run_create_request in ap_read_request, pair: (ap_parse_uri, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in internal_internal_redirect, pair: (ap_parse_uri, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_parse_uri in op_file_subr, pair: (ap_parse_uri, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_internal_redirect, pair: (ap_run_create_request, apr_pstrdup), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_internal_redirect_handler, pair: (ap_run_create_request, apr_pstrdup), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_run_create_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_process_async_request, pair: (ap_run_create_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (ap_run_create_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_make_method_list, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in internal_internal_redirect, pair: (ap_make_method_list, ap_run_create_request), support: 4, confidence: 66.67%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, ap_send_error_response), support: 5, confidence: 83.33%
bug: ap_send_error_response in ap_process_async_request, pair: (ap_run_create_request, ap_send_error_response), support: 5, confidence: 71.43%
bug: ap_send_error_response in ap_die, pair: (ap_run_create_request, ap_send_error_response), support: 5, confidence: 71.43%
bug: ap_run_create_request in ap_process_http_connection, pair: (ap_run_create_request, apr_table_setn), support: 5, confidence: 83.33%
bug: apr_socket_create in ap_listen_pre_config, pair: (apr_socket_create, log_error_core), support: 6, confidence: 75.00%
bug: apr_socket_create in ap_mpm_pod_killpg, pair: (apr_socket_create, log_error_core), support: 6, confidence: 75.00%
bug: apr_socket_create in ap_set_listener, pair: (apr_socket_close, apr_socket_create), support: 7, confidence: 87.50%
bug: ap_update_mtime in default_handler, pair: (ap_content_type_tolower, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in ap_scan_script_header_err_core_ex, pair: (ap_content_type_tolower, ap_update_mtime), support: 7, confidence: 77.78%
bug: apr_table_set in ap_scan_script_header_err_core_ex, pair: (ap_content_type_tolower, apr_table_set), support: 7, confidence: 77.78%
